Season,Player,Date,Home/Away,Opp,Win/Loss,FG%,FT,FTA,FT%,TS%,eFG%,DRtg,,
2018-19,Dorian Finney-Smith,2/23/19,Away,UTA,L,0.667,0,2,0,0.654,0.75,129,,
2018-19,Dorian Finney-Smith,2/25/19,Away,LAC,L,0.222,0,0,,0.222,0.222,117,,
2018-19,Dorian Finney-Smith,2/27/19,Home,IND,W,0,2,2,1,0.205,0,106,,
2018-19,Dorian Finney-Smith,3/2/19,Home,MEM,L,0.75,1,1,1,0.901,0.875,106,,
2018-19,Dorian Finney-Smith,3/4/19,Away,BRK,L,0.111,2,2,1,0.202,0.111,127,,
2018-19,Dorian Finney-Smith,3/6/19,Away,WAS,L,0.444,0,2,0,0.506,0.556,138,,
2018-19,Dorian Finney-Smith,3/8/19,Away,ORL,L,0.4,0,0,,0.5,0.5,120,,
2018-19,Dorian Finney-Smith,3/10/19,Home,HOU,L,0.333,0,0,,0.333,0.333,109,,
2018-19,Dorian Finney-Smith,3/12/19,Home,SAS,L,0.6,0,0,,0.8,0.8,120,,
2018-19,Dorian Finney-Smith,3/14/19,Away,DEN,L,0,0,0,,0,0,112,,
2018-19,Dorian Finney-Smith,3/16/19,Home,CLE,W,0.5,0,0,,0.7,0.7,128,,
2018-19,Dorian Finney-Smith,3/18/19,Home,NOP,L,0.333,0,0,,0.417,0.417,115,,
2018-19,Dorian Finney-Smith,3/20/19,Away,POR,L,0.25,0,0,,0.25,0.25,119,,
2018-19,Dorian Finney-Smith,3/21/19,Away,SAC,L,0,2,2,1,0.205,0,121,,
2018-19,Dorian Finney-Smith,3/23/19,Away,GSW,W,0.667,1,1,1,0.727,0.667,88,,
2018-19,Dorian Finney-Smith,3/26/19,Home,SAC,L,0.2,4,4,1,0.518,0.3,137,,
2018-19,Dorian Finney-Smith,3/28/19,Away,MIA,L,0.333,0,0,,0.333,0.333,90,,
2018-19,Dorian Finney-Smith,3/31/19,Away,OKC,W,0.5,0,0,,0.583,0.583,104,,
2018-19,Dorian Finney-Smith,4/1/19,Home,PHI,W,0.5,0,1,0,0.533,0.563,90,,
2018-19,Dorian Finney-Smith,4/3/19,Home,MIN,L,,,,,,,,,
2018-19,Dorian Finney-Smith,4/5/19,Home,MEM,L,0.333,1,1,1,0.466,0.417,126,,
2018-19,Dorian Finney-Smith,4/7/19,Away,MEM,W,0.316,3,3,1,0.394,0.342,123,,
2018-19,Dorian Finney-Smith,4/9/19,Home,PHO,W,0.778,0,0,,0.833,0.833,102,,
2018-19,Dorian Finney-Smith,4/10/19,Away,SAS,L,0.2,0,0,,0.25,0.25,115,,
2019-20,Doug McDermott,10/23/19,Home,DET,L,0.5,0,0,,0.75,0.75,128,,
2019-20,Doug McDermott,10/26/19,Away,CLE,L,0.2,0,0,,0.3,0.3,109,,
2019-20,Doug McDermott,10/28/19,Away,DET,L,0,0,0,,0,0,114,,
2019-20,Doug McDermott,10/30/19,Away,BRK,W,0.5,0,0,,0.75,0.75,111,,
2019-20,Doug McDermott,11/1/19,Home,CLE,W,0.333,0,0,,0.333,0.333,92,,
2019-20,Doug McDermott,11/3/19,Home,CHI,W,0.286,2,3,0.667,0.421,0.357,97,,
2019-20,Doug McDermott,11/5/19,Away,CHO,L,0.429,0,0,,0.571,0.571,119,,
2019-20,Doug McDermott,11/6/19,Home,WAS,W,0.6,3,3,1,0.839,0.8,106,,
2019-20,Doug McDermott,11/8/19,Home,DET,W,0.545,0,0,,0.636,0.636,120,,
2019-20,Doug McDermott,11/10/19,Away,ORL,W,0.538,1,1,1,0.67,0.654,116,,
2019-20,Doug McDermott,11/12/19,Home,OKC,W,0.364,0,0,,0.409,0.409,93,,
2019-20,Doug McDermott,11/15/19,Away,HOU,L,0.467,1,1,1,0.583,0.567,116,,
2019-20,Doug McDermott,11/16/19,Home,MIL,L,0.167,0,0,,0.25,0.25,104,,
2019-20,Doug McDermott,11/18/19,Away,BRK,W,0.286,1,2,0.5,0.444,0.429,92,,
2019-20,Doug McDermott,11/23/19,Home,ORL,W,0.625,0,0,,0.813,0.813,115,,
2019-20,Doug McDermott,11/25/19,Home,MEM,W,0.6,0,0,,0.7,0.7,119,,
2019-20,Doug McDermott,11/27/19,Home,UTA,W,0.5,0,0,,0.5,0.5,109,,
2019-20,Doug McDermott,11/29/19,Home,ATL,W,0.375,0,0,,0.5,0.5,107,,
2019-20,Doug McDermott,11/30/19,Away,PHI,L,0.75,0,0,,1,1,126,,
2019-20,Doug McDermott,12/2/19,Away,MEM,W,0.25,2,2,1,0.41,0.25,109,,
2019-20,Doug McDermott,12/4/19,Away,OKC,W,0.556,2,2,1,0.709,0.667,118,,
2019-20,Doug McDermott,12/6/19,Away,DET,L,0.571,0,0,,0.714,0.714,110,,
2019-20,Doug McDermott,12/7/19,Away,NYK,W,0.545,1,1,1,0.699,0.682,109,,
2019-20,Doug McDermott,12/9/19,Home,LAC,L,0.667,0,0,,0.944,0.944,108,,
2019-20,Doug McDermott,12/11/19,Home,BOS,W,0.273,2,4,0.5,0.313,0.273,120,,
2019-20,Doug McDermott,12/13/19,Away,ATL,W,0.857,1,1,1,1.075,1.071,101,,
2019-20,Doug McDermott,12/15/19,Home,CHO,W,0.5,0,0,,0.75,0.75,92,,
2019-20,Doug McDermott,12/17/19,Home,LAL,W,0.4,1,2,0.5,0.51,0.5,118,,
2019-20,Doug McDermott,12/20/19,Home,SAC,W,0.556,0,0,,0.722,0.722,113,,
2019-20,Doug McDermott,12/22/19,Away,MIL,L,0.667,0,0,,0.833,0.833,123,,
2019-20,Doug McDermott,12/23/19,Home,TOR,W,0.286,2,2,1,0.508,0.429,113,,
2019-20,Doug McDermott,12/27/19,Away,MIA,L,0.5,0,0,,0.7,0.7,128,,
2019-20,Doug McDermott,12/28/19,Away,NOP,L,0.444,0,0,,0.5,0.5,126,,
2019-20,Doug McDermott,12/31/19,Home,PHI,W,0.714,2,2,1,0.761,0.714,108,,
2019-20,Doug McDermott,1/2/20,Home,DEN,L,0.25,0,0,,0.375,0.375,143,,
2019-20,Doug McDermott,1/4/20,Away,ATL,L,0.4,0,0,,0.5,0.5,124,,
2019-20,Doug McDermott,1/6/20,Away,CHO,W,0.375,0,0,,0.5,0.5,123,,
2019-20,Doug McDermott,1/8/20,Home,MIA,L,0.143,0,0,,0.143,0.143,128,,
2019-20,Doug McDermott,1/10/20,Away,CHI,W,0.636,0,0,,0.727,0.727,108,,
2019-20,Doug McDermott,1/13/20,Home,PHI,W,0.25,3,3,1,0.429,0.313,106,,
2019-20,Doug McDermott,1/15/20,Away,MIN,W,0.5,3,4,0.75,0.595,0.55,101,,
2019-20,Doug McDermott,1/17/20,Home,MIN,W,0.545,0,0,,0.591,0.591,116,,
2019-20,Doug McDermott,1/19/20,Away,DEN,W,0.9,0,0,,1.2,1.2,115,,
2019-20,Doug McDermott,1/20/20,Away,UTA,L,0.273,0,1,0,0.35,0.364,132,,
2019-20,Doug McDermott,1/22/20,Away,PHO,W,0.625,0,0,,0.75,0.75,98,,
2019-20,Doug McDermott,1/24/20,Away,GSW,W,0.9,0,0,,1.2,1.2,122,,
2019-20,Doug McDermott,1/26/20,Away,POR,L,0.545,1,1,1,0.83,0.818,144,,
2019-20,Doug McDermott,1/29/20,Home,CHI,W,0.375,2,2,1,0.45,0.375,109,,
2019-20,Doug McDermott,2/1/20,Home,NYK,L,0.333,1,2,0.5,0.405,0.389,110,,
2019-20,Doug McDermott,2/3/20,Home,DAL,L,0.556,1,1,1,0.583,0.556,127,,
2019-20,Doug McDermott,2/5/20,Away,TOR,L,0.6,3,3,1,0.839,0.8,126,,
2019-20,Doug McDermott,2/7/20,Home,TOR,L,0.375,0,0,,0.5,0.5,119,,
2019-20,Doug McDermott,2/8/20,Home,NOP,L,0.444,0,1,0,0.477,0.5,128,,
2019-20,Doug McDermott,2/10/20,Home,BRK,L,0.625,1,1,1,0.77,0.75,113,,
2019-20,Doug McDermott,2/12/20,Home,MIL,W,0.333,0,0,,0.5,0.5,112,,
2019-20,Doug McDermott,2/21/20,Away,NYK,W,0.667,4,4,1,0.902,0.833,106,,
2019-20,Doug McDermott,2/23/20,Away,TOR,L,0.5,0,0,,0.667,0.667,131,,
2019-20,Doug McDermott,2/25/20,Home,CHO,W,0.417,0,0,,0.417,0.417,87,,
2019-20,Doug McDermott,2/27/20,Home,POR,W,0,0,0,,0,0,110,,
2019-20,Doug McDermott,2/29/20,Away,CLE,W,0.5,2,2,1,0.654,0.583,114,,
2019-20,Doug McDermott,3/2/20,Away,SAS,W,0.833,0,0,,1.167,1.167,122,,
2019-20,Doug McDermott,3/4/20,Away,MIL,L,0.75,1,1,1,0.948,0.938,110,,
2019-20,Doug McDermott,3/6/20,Away,CHI,W,,,,,,,,,
2019-20,Doug McDermott,3/8/20,Away,DAL,W,,,,,,,,,
2019-20,Doug McDermott,3/10/20,Home,BOS,L,,,,,,,,,
2019-20,Doug McDermott,8/1/20,Home,PHI,W,0.571,2,2,1,0.635,0.571,125,,
2019-20,Doug McDermott,8/3/20,Away,WAS,W,0.333,0,0,,0.333,0.333,107,,
2019-20,Doug McDermott,8/4/20,Home,ORL,W,0.25,0,0,,0.25,0.25,106,,
2019-20,Doug McDermott,8/6/20,Away,PHO,L,,,,,,,,,
2019-20,Doug McDermott,8/8/20,Home,LAL,W,0.2,0,0,,0.3,0.3,120,,
2019-20,Doug McDermott,8/10/20,Away,MIA,L,0.364,0,0,,0.409,0.409,112,,
2019-20,Doug McDermott,8/12/20,Away,HOU,W,0.857,1,1,1,1.075,1.071,99,,
2019-20,Doug McDermott,8/14/20,Home,MIA,W,0.5,2,3,0.667,0.664,0.656,94,,
2019-20,Doug McDermott,8/18/20,Home,MIA,L,0.25,0,0,,0.375,0.375,130,,
2019-20,Doug McDermott,8/20/20,Home,MIA,L,0.25,0,0,,0.25,0.25,111,,
2019-20,Doug McDermott,8/22/20,Away,MIA,L,0.333,0,0,,0.333,0.333,129,,
2019-20,Doug McDermott,8/24/20,Away,MIA,L,0.25,0,0,,0.375,0.375,120,,
2018-19,Doug McDermott,10/17/18,Home,MEM,W,0.556,1,2,0.5,0.607,0.611,93,,
2018-19,Doug McDermott,10/19/18,Away,MIL,L,0.625,0,0,,0.875,0.875,115,,
2018-19,Doug McDermott,10/20/18,Home,BRK,W,0.8,0,0,,1.2,1.2,117,,
2018-19,Doug McDermott,10/22/18,Away,MIN,L,0,0,0,,0,0,105,,
2018-19,Doug McDermott,10/24/18,Away,SAS,W,0.571,1,1,1,0.672,0.643,112,,
2018-19,Doug McDermott,10/27/18,Away,CLE,W,0.5,4,4,1,0.798,0.5,130,,
2018-19,Doug McDermott,10/29/18,Home,POR,L,0,0,0,,0,0,118,,
2018-19,Doug McDermott,10/31/18,Away,NYK,W,0.5,0,0,,0.75,0.75,119,,
2018-19,Doug McDermott,11/2/18,Away,CHI,W,0.5,0,0,,0.75,0.75,114,,
2018-19,Doug McDermott,11/3/18,Home,BOS,W,0,0,0,,0,0,99,,
2018-19,Doug McDermott,11/5/18,Home,HOU,L,0.25,1,1,1,0.45,0.375,112,,
2018-19,Doug McDermott,11/7/18,Home,PHI,L,0,0,1,0,0,0,109,,
2018-19,Doug McDermott,11/9/18,Away,MIA,W,1,0,0,,1.5,1.5,100,,
2018-19,Doug McDermott,11/11/18,Away,HOU,L,0.5,1,1,1,0.82,0.75,118,,
2018-19,Doug McDermott,11/16/18,Home,MIA,W,0.333,0,0,,0.5,0.5,104,,
2018-19,Doug McDermott,11/17/18,Home,ATL,W,0.25,0,0,,0.25,0.25,88,,
2018-19,Doug McDermott,11/19/18,Home,UTA,W,0.667,4,4,1,0.773,0.667,107,,
2018-19,Doug McDermott,11/21/18,Away,CHO,L,0.625,2,3,0.667,0.805,0.813,131,,
2018-19,Doug McDermott,11/23/18,Home,SAS,L,0,0,0,,0,0,119,,
2018-19,Doug McDermott,11/26/18,Away,UTA,W,0.615,3,3,1,0.733,0.692,96,,
2018-19,Doug McDermott,11/27/18,Away,PHO,W,0.583,2,2,1,0.815,0.792,119,,
2018-19,Doug McDermott,11/29/18,Away,LAL,L,0.6,2,2,1,0.85,0.8,106,,
2018-19,Doug McDermott,12/1/18,Away,SAC,L,0.625,2,3,0.667,0.751,0.75,113,,
2018-19,Doug McDermott,12/4/18,Home,CHI,W,0.2,0,0,,0.2,0.2,102,,
2018-19,Doug McDermott,12/7/18,Away,ORL,W,0.5,2,2,1,0.717,0.625,97,,
2018-19,Doug McDermott,12/8/18,Home,SAC,W,0.4,0,0,,0.5,0.5,108,,
2018-19,Doug McDermott,12/10/18,Home,WAS,W,0.333,1,1,1,0.436,0.333,107,,
2018-19,Doug McDermott,12/12/18,Home,MIL,W,1,0,0,,1.2,1.2,101,,
2018-19,Doug McDermott,12/14/18,Away,PHI,W,0,2,2,1,0.258,0,111,,
2018-19,Doug McDermott,12/16/18,Home,NYK,W,0.5,0,0,,0.75,0.75,111,,
2018-19,Doug McDermott,12/18/18,Home,CLE,L,0.444,2,3,0.667,0.581,0.556,105,,
2018-19,Doug McDermott,12/19/18,Away,TOR,L,0.6,0,0,,0.8,0.8,110,,
2018-19,Doug McDermott,12/21/18,Away,BRK,W,0.333,0,0,,0.333,0.333,122,,
2018-19,Doug McDermott,12/23/18,Home,WAS,W,0.25,0,0,,0.25,0.25,93,,
2018-19,Doug McDermott,12/26/18,Away,ATL,W,0.25,0,0,,0.25,0.25,127,,
2018-19,Doug McDermott,12/28/18,Home,DET,W,0.625,1,2,0.5,0.676,0.688,95,,
2018-19,Doug McDermott,12/31/18,Home,ATL,W,0.143,0,0,,0.214,0.214,125,,
2018-19,Doug McDermott,1/4/19,Away,CHI,W,0.667,0,0,,0.833,0.833,113,,
2018-19,Doug McDermott,1/6/19,Away,TOR,L,1,0,0,,1,1,130,,
2018-19,Doug McDermott,1/8/19,Away,CLE,W,0.667,2,2,1,0.902,0.833,129,,
2018-19,Doug McDermott,1/9/19,Away,BOS,L,0.2,1,1,1,0.368,0.3,130,,
2018-19,Doug McDermott,1/11/19,Away,NYK,W,0.571,2,2,1,0.761,0.714,114,,
2018-19,Doug McDermott,1/15/19,Home,PHO,W,0.2,0,0,,0.2,0.2,96,,
2018-19,Doug McDermott,1/17/19,Home,PHI,L,0.25,0,0,,0.25,0.25,131,,
2018-19,Doug McDermott,1/19/19,Home,DAL,W,0.75,2,2,1,0.922,0.875,116,,
2018-19,Doug McDermott,1/20/19,Home,CHO,W,0.4,3,3,1,0.554,0.4,98,,
2018-19,Doug McDermott,1/23/19,Home,TOR,W,0.429,0,0,,0.5,0.5,120,,
2018-19,Doug McDermott,1/26/19,Away,MEM,L,0.333,1,1,1,0.581,0.5,118,,
2018-19,Doug McDermott,1/28/19,Home,GSW,L,0.286,1,1,1,0.403,0.357,130,,
2018-19,Doug McDermott,1/30/19,Away,WAS,L,0.4,1,2,0.5,0.551,0.55,123,,
2018-19,Doug McDermott,1/31/19,Away,ORL,L,0.4,1,1,1,0.46,0.4,116,,
2018-19,Doug McDermott,2/2/19,Away,MIA,W,,,,,,,,,
2018-19,Doug McDermott,2/4/19,Away,NOP,W,,,,,,,,,
2018-19,Doug McDermott,2/5/19,Home,LAL,W,,,,,,,,,
2018-19,Doug McDermott,2/7/19,Home,LAC,W,,,,,,,,,
2018-19,Doug McDermott,2/9/19,Home,CLE,W,,,,,,,,,
2018-19,Doug McDermott,2/11/19,Home,CHO,W,0.667,2,2,1,0.773,0.667,119,,
2018-19,Doug McDermott,2/13/19,Home,MIL,L,0.4,0,0,,0.5,0.5,111,,
2018-19,Doug McDermott,2/22/19,Home,NOP,W,0.4,3,5,0.6,0.625,0.6,112,,
2018-19,Doug McDermott,2/23/19,Away,WAS,W,0.571,0,0,,0.857,0.857,109,,
2018-19,Doug McDermott,2/25/19,Away,DET,L,0.333,2,2,1,0.644,0.5,122,,
2018-19,Doug McDermott,2/27/19,Away,DAL,L,0.5,1,2,0.5,0.509,0.5,122,,
2018-19,Doug McDermott,2/28/19,Home,MIN,W,0.667,3,3,1,1.042,1,120,,
2018-19,Doug McDermott,3/2/19,Home,ORL,L,0.75,0,0,,0.75,0.75,128,,
2018-19,Doug McDermott,3/5/19,Home,CHI,W,0.5,2,2,1,0.694,0.5,101,,
2018-19,Doug McDermott,3/7/19,Away,MIL,L,0.5,0,0,,0.583,0.583,126,,
2018-19,Doug McDermott,3/10/19,Away,PHI,L,0.667,1,1,1,0.776,0.75,116,,
2018-19,Doug McDermott,3/12/19,Home,NYK,W,0.667,0,1,0,0.621,0.667,99,,
2018-19,Doug McDermott,3/14/19,Home,OKC,W,0.333,0,0,,0.333,0.333,110,,
2018-19,Doug McDermott,3/16/19,Away,DEN,L,0.5,0,0,,0.625,0.625,121,,
2018-19,Doug McDermott,3/18/19,Away,POR,L,0.5,0,0,,0.7,0.7,124,,
2018-19,Doug McDermott,3/19/19,Away,LAC,L,0.667,0,0,,0.708,0.708,119,,
2018-19,Doug McDermott,3/21/19,Away,GSW,L,0.556,1,1,1,0.583,0.556,119,,
2018-19,Doug McDermott,3/24/19,Home,DEN,W,0.5,0,0,,0.5,0.5,92,,
2018-19,Doug McDermott,3/27/19,Away,OKC,L,0.667,0,0,,0.833,0.833,116,,
2018-19,Doug McDermott,3/29/19,Away,BOS,L,0.333,0,0,,0.333,0.333,125,,
2018-19,Doug McDermott,3/30/19,Home,ORL,L,0.556,0,0,,0.556,0.556,130,,
2018-19,Doug McDermott,4/1/19,Home,DET,W,0.625,0,0,,0.688,0.688,118,,
2018-19,Doug McDermott,4/3/19,Away,DET,W,0.857,0,1,0,0.941,1,100,,
2018-19,Doug McDermott,4/5/19,Home,BOS,L,0.571,1,2,0.5,0.698,0.714,115,,
2018-19,Doug McDermott,4/7/19,Home,BRK,L,0.286,2,2,1,0.444,0.357,125,,
2018-19,Doug McDermott,4/10/19,Away,ATL,W,0.333,3,3,1,0.488,0.417,128,,
2018-19,Doug McDermott,4/14/19,Away,BOS,L,0.143,0,2,0,0.127,0.143,92,,
2018-19,Doug McDermott,4/17/19,Away,BOS,L,0.333,2,2,1,0.515,0.333,115,,
2018-19,Doug McDermott,4/19/19,Home,BOS,L,,0,0,,,,120,,
2018-19,Doug McDermott,4/21/19,Home,BOS,L,,,,,,,,,
2019-20,Evan Fournier,10/23/19,Home,CLE,W,0.538,0,2,0,0.576,0.615,90,,
2019-20,Evan Fournier,10/26/19,Away,ATL,L,0.444,6,7,0.857,0.546,0.472,107,,
2019-20,Evan Fournier,10/28/19,Away,TOR,L,0.467,3,3,1,0.551,0.5,106,,
2019-20,Evan Fournier,10/30/19,Home,NYK,W,0.417,2,2,1,0.543,0.5,97,,
2019-20,Evan Fournier,11/1/19,Home,MIL,L,0.583,1,1,1,0.764,0.75,119,,
2019-20,Evan Fournier,11/2/19,Home,DEN,L,0.417,0,0,,0.458,0.458,106,,
2019-20,Evan Fournier,11/5/19,Away,OKC,L,0,4,4,1,0.228,0,108,,
2019-20,Evan Fournier,11/6/19,Away,DAL,L,0.6,2,2,1,0.765,0.7,121,,
2019-20,Evan Fournier,11/8/19,Home,MEM,W,0.538,3,3,1,0.663,0.615,88,,
2019-20,Evan Fournier,11/10/19,Home,IND,L,0.538,2,2,1,0.793,0.769,123,,
2019-20,Evan Fournier,11/13/19,Home,PHI,W,0.5,2,3,0.667,0.574,0.55,97,,
2019-20,Evan Fournier,11/15/19,Home,SAS,W,0.6,3,4,0.75,0.776,0.767,117,,
2019-20,Evan Fournier,11/17/19,Home,WAS,W,0.538,6,8,0.75,0.757,0.731,124,,
2019-20,Evan Fournier,11/20/19,Away,TOR,L,0.467,4,5,0.8,0.61,0.567,116,,
2019-20,Evan Fournier,11/23/19,Away,IND,L,0.478,0,0,,0.565,0.565,119,,
2019-20,Evan Fournier,11/25/19,Away,DET,L,0.313,7,8,0.875,0.435,0.313,114,,
2019-20,Evan Fournier,11/27/19,Away,CLE,W,0.455,6,6,1,0.609,0.545,105,,
2019-20,Evan Fournier,11/29/19,Home,TOR,L,0.333,12,14,0.857,0.627,0.389,97,,
2019-20,Evan Fournier,12/1/19,Home,GSW,W,0.619,0,0,,0.762,0.762,108,,
2019-20,Evan Fournier,12/3/19,Away,WAS,W,0.611,3,4,0.75,0.784,0.778,120,,
2019-20,Evan Fournier,12/4/19,Home,PHO,W,0.6,0,0,,0.7,0.7,119,,
2019-20,Evan Fournier,12/6/19,Away,CLE,W,0.4,4,5,0.8,0.523,0.467,101,,
2019-20,Evan Fournier,12/9/19,Away,MIL,L,0.412,8,9,0.889,0.62,0.529,112,,
2019-20,Evan Fournier,12/11/19,Home,LAL,L,0.412,1,2,0.5,0.503,0.5,113,,
2019-20,Evan Fournier,12/13/19,Home,HOU,L,0.556,1,2,0.5,0.715,0.722,138,,
2019-20,Evan Fournier,12/15/19,Away,NOP,W,0.429,1,1,1,0.554,0.536,124,,
2019-20,Evan Fournier,12/17/19,Away,UTA,L,0.471,3,5,0.6,0.495,0.471,118,,
2019-20,Evan Fournier,12/18/19,Away,DEN,L,0.4,2,2,1,0.597,0.55,121,,
2019-20,Evan Fournier,12/20/19,Away,POR,L,0.412,1,2,0.5,0.447,0.441,122,,
2019-20,Evan Fournier,12/23/19,Home,CHI,W,0.5,4,4,1,0.694,0.5,101,,
2019-20,Evan Fournier,12/27/19,Home,PHI,W,0.571,2,5,0.4,0.617,0.643,95,,
2019-20,Evan Fournier,12/28/19,Away,MIL,L,0.5,3,3,1,0.664,0.625,118,,
2019-20,Evan Fournier,12/30/19,Home,ATL,L,0.476,0,2,0,0.503,0.524,109,,
2019-20,Evan Fournier,1/1/20,Away,WAS,W,0.438,2,3,0.667,0.52,0.5,100,,
2019-20,Evan Fournier,1/3/20,Home,MIA,W,0.5,3,3,1,0.663,0.6,96,,
2019-20,Evan Fournier,1/4/20,Home,UTA,L,0.267,0,0,,0.3,0.3,119,,
2019-20,Evan Fournier,1/6/20,Home,BRK,W,0.375,4,4,1,0.564,0.438,99,,
2019-20,Evan Fournier,1/8/20,Home,WAS,W,0.7,1,1,1,0.91,0.9,87,,
2019-20,Evan Fournier,1/10/20,Away,PHO,L,0.429,7,8,0.875,0.571,0.5,104,,
2019-20,Evan Fournier,1/13/20,Away,SAC,W,0.375,12,12,1,0.587,0.406,117,,
2019-20,Evan Fournier,1/15/20,Away,LAL,W,,,,,,,,,
2019-20,Evan Fournier,1/16/20,Away,LAC,L,0.4,3,5,0.6,0.436,0.4,125,,
2019-20,Evan Fournier,1/18/20,Away,GSW,L,0.364,0,0,,0.545,0.545,114,,
2019-20,Evan Fournier,1/20/20,Away,CHO,W,0.714,0,1,0,0.9,0.929,96,,
2019-20,Evan Fournier,1/22/20,Home,OKC,L,0.417,1,1,1,0.482,0.458,122,,
2019-20,Evan Fournier,1/24/20,Home,BOS,L,0.579,3,4,0.75,0.723,0.711,114,,
2019-20,Evan Fournier,1/26/20,Home,LAC,L,0.263,0,0,,0.289,0.289,122,,
2019-20,Evan Fournier,1/27/20,Away,MIA,L,0.231,2,2,1,0.324,0.269,128,,
2019-20,Evan Fournier,2/1/20,Home,MIA,L,0.231,4,4,1,0.407,0.308,115,,
2019-20,Evan Fournier,2/3/20,Away,CHO,W,0.5,0,0,,0.607,0.607,118,,
2019-20,Evan Fournier,2/5/20,Away,BOS,L,0.533,4,4,1,0.776,0.733,127,,
2019-20,Evan Fournier,2/6/20,Away,NYK,L,0.429,8,9,0.889,0.73,0.571,109,,
2019-20,Evan Fournier,2/8/20,Home,MIL,L,0.357,0,0,,0.5,0.5,110,,
2019-20,Evan Fournier,2/10/20,Home,ATL,W,0.529,1,1,1,0.631,0.618,123,,
2019-20,Evan Fournier,2/12/20,Home,DET,W,0.462,3,4,0.75,0.644,0.615,110,,
2019-20,Evan Fournier,2/21/20,Home,DAL,L,0.526,3,3,1,0.689,0.658,123,,
2019-20,Evan Fournier,2/24/20,Away,BRK,W,0.5,2,4,0.5,0.591,0.594,125,,
2019-20,Evan Fournier,2/26/20,Away,ATL,W,0.611,4,7,0.571,0.664,0.667,115,,
2019-20,Evan Fournier,2/28/20,Home,MIN,W,0.625,0,0,,0.688,0.688,112,,
2019-20,Evan Fournier,2/29/20,Away,SAS,L,0.5,2,2,1,0.681,0.656,103,,
2019-20,Evan Fournier,3/2/20,Home,POR,L,0.357,1,1,1,0.45,0.429,136,,
2019-20,Evan Fournier,3/4/20,Away,MIA,L,0.667,2,2,1,0.86,0.833,119,,
2019-20,Evan Fournier,3/6/20,Away,MIN,W,,,,,,,,,
2019-20,Evan Fournier,3/8/20,Away,HOU,W,,,,,,,,,
2019-20,Evan Fournier,3/10/20,Away,MEM,W,,,,,,,,,
2019-20,Evan Fournier,7/31/20,Away,BRK,W,0.667,1,1,1,0.777,0.767,119,,
2019-20,Evan Fournier,8/2/20,Home,SAC,W,0.333,0,0,,0.333,0.333,114,,
2019-20,Evan Fournier,8/4/20,Away,IND,L,0.2,1,2,0.5,0.322,0.3,127,,
2019-20,Evan Fournier,8/5/20,Home,TOR,L,0.364,6,7,0.857,0.533,0.409,113,,
2019-20,Evan Fournier,8/7/20,Away,PHI,L,0.444,4,5,0.8,0.545,0.5,116,,
2019-20,Evan Fournier,8/9/20,Away,BOS,L,,,,,,,,,
2019-20,Evan Fournier,8/11/20,Home,BRK,L,,,,,,,,,
2019-20,Evan Fournier,8/13/20,Home,NOP,W,,,,,,,,,
2019-20,Evan Fournier,8/18/20,Away,MIL,W,0.375,0,0,,0.563,0.563,108,,
2019-20,Evan Fournier,8/20/20,Away,MIL,L,0.308,3,4,0.75,0.407,0.346,107,,
2019-20,Evan Fournier,8/22/20,Home,MIL,L,0.4,3,3,1,0.574,0.5,120,,
2019-20,Evan Fournier,8/24/20,Home,MIL,L,0.286,1,3,0.333,0.392,0.393,114,,
2019-20,Evan Fournier,8/29/20,Away,MIL,L,0.417,5,7,0.714,0.597,0.542,110,,
2018-19,Evan Fournier,10/17/18,Home,MIA,W,0.333,3,6,0.5,0.368,0.333,100,,
2018-19,Evan Fournier,10/19/18,Home,CHO,L,0.333,0,0,,0.4,0.4,128,,
2018-19,Evan Fournier,10/20/18,Away,PHI,L,0.522,1,1,1,0.661,0.652,125,,
2018-19,Evan Fournier,10/22/18,Away,BOS,W,0.385,2,2,1,0.504,0.462,97,,
2018-19,Evan Fournier,10/25/18,Home,POR,L,0.375,4,4,1,0.479,0.406,138,,
2018-19,Evan Fournier,10/27/18,Away,MIL,L,0.333,1,1,1,0.402,0.375,115,,
2018-19,Evan Fournier,10/30/18,Home,SAC,L,0.231,2,2,1,0.324,0.269,109,,
2018-19,Evan Fournier,11/2/18,Home,LAC,L,0.583,4,6,0.667,0.649,0.625,115,,
2018-19,Evan Fournier,11/4/18,Away,SAS,W,0.467,0,0,,0.533,0.533,113,,
2018-19,Evan Fournier,11/5/18,Home,CLE,W,0.333,3,4,0.75,0.447,0.4,101,,
2018-19,Evan Fournier,11/7/18,Home,DET,L,0.632,0,0,,0.711,0.711,96,,
2018-19,Evan Fournier,11/9/18,Home,WAS,W,0.353,0,0,,0.441,0.441,107,,
2018-19,Evan Fournier,11/11/18,Away,NYK,W,0.385,0,0,,0.462,0.462,89,,
2018-19,Evan Fournier,11/12/18,Away,WAS,L,0.5,3,4,0.75,0.635,0.607,125,,
2018-19,Evan Fournier,11/14/18,Home,PHI,W,0.333,0,0,,0.375,0.375,119,,
2018-19,Evan Fournier,11/17/18,Home,LAL,W,0.4,2,3,0.667,0.46,0.433,118,,
2018-19,Evan Fournier,11/18/18,Home,NYK,W,0.7,3,4,0.75,0.808,0.8,117,,
2018-19,Evan Fournier,11/20/18,Home,TOR,L,0.55,1,2,0.5,0.647,0.65,98,,
2018-19,Evan Fournier,11/23/18,Away,DEN,L,0.2,1,1,1,0.239,0.2,114,,
