Season,Player,Date,Home/Away,Opp,Win/Loss,FG%,FT,FTA,FT%,TS%,eFG%,DRtg,,
2018-19,Evan Fournier,11/25/18,Away,LAL,W,0.2,2,3,0.667,0.265,0.2,107,,
2018-19,Evan Fournier,11/26/18,Away,GSW,L,0.286,0,0,,0.321,0.321,124,,
2018-19,Evan Fournier,11/28/18,Away,POR,L,0.538,0,0,,0.654,0.654,123,,
2018-19,Evan Fournier,11/30/18,Away,PHO,W,0.25,2,3,0.667,0.376,0.313,94,,
2018-19,Evan Fournier,12/4/18,Away,MIA,W,0.5,0,0,,0.65,0.65,104,,
2018-19,Evan Fournier,12/5/18,Home,DEN,L,0.533,4,4,1,0.776,0.733,122,,
2018-19,Evan Fournier,12/7/18,Home,IND,L,0.364,0,0,,0.409,0.409,122,,
2018-19,Evan Fournier,12/10/18,Away,DAL,L,,,,,,,,,
2018-19,Evan Fournier,12/13/18,Home,CHI,W,0.385,0,0,,0.385,0.385,102,,
2018-19,Evan Fournier,12/15/18,Home,UTA,W,0.467,8,10,0.8,0.619,0.533,93,,
2018-19,Evan Fournier,12/19/18,Home,SAS,L,0.333,0,0,,0.4,0.4,138,,
2018-19,Evan Fournier,12/21/18,Away,CHI,L,0.533,3,4,0.75,0.716,0.7,111,,
2018-19,Evan Fournier,12/23/18,Home,MIA,L,0.455,4,6,0.667,0.623,0.591,124,,
2018-19,Evan Fournier,12/26/18,Home,PHO,L,0.5,0,0,,0.667,0.667,121,,
2018-19,Evan Fournier,12/28/18,Home,TOR,W,0.273,0,0,,0.318,0.318,90,,
2018-19,Evan Fournier,12/30/18,Home,DET,W,0.6,0,0,,0.65,0.65,113,,
2018-19,Evan Fournier,12/31/18,Away,CHO,L,0.5,1,1,1,0.699,0.667,132,,
2018-19,Evan Fournier,1/2/19,Away,CHI,W,0.5,0,0,,0.65,0.65,98,,
2018-19,Evan Fournier,1/4/19,Away,MIN,L,0.563,1,1,1,0.639,0.625,123,,
2018-19,Evan Fournier,1/6/19,Away,LAC,L,0.455,1,2,0.5,0.505,0.5,117,,
2018-19,Evan Fournier,1/7/19,Away,SAC,L,0.5,3,3,1,0.805,0.75,111,,
2018-19,Evan Fournier,1/9/19,Away,UTA,L,0,1,2,0.5,0.056,0,113,,
2018-19,Evan Fournier,1/12/19,Home,BOS,W,0.533,0,0,,0.6,0.6,110,,
2018-19,Evan Fournier,1/13/19,Home,HOU,W,0.545,6,6,1,0.696,0.591,120,,
2018-19,Evan Fournier,1/16/19,Away,DET,L,0.467,1,2,0.5,0.567,0.567,127,,
2018-19,Evan Fournier,1/18/19,Home,BRK,L,0.375,3,3,1,0.462,0.406,108,,
2018-19,Evan Fournier,1/19/19,Home,MIL,L,0.357,1,1,1,0.381,0.357,117,,
2018-19,Evan Fournier,1/21/19,Away,ATL,W,0.5,8,9,0.889,0.66,0.583,111,,
2018-19,Evan Fournier,1/23/19,Away,BRK,L,0.364,1,3,0.333,0.365,0.364,121,,
2018-19,Evan Fournier,1/25/19,Home,WAS,L,0.1,0,0,,0.1,0.1,106,,
2018-19,Evan Fournier,1/27/19,Away,HOU,L,0.5,0,0,,0.563,0.563,105,,
2018-19,Evan Fournier,1/29/19,Home,OKC,L,0.5,1,2,0.5,0.571,0.571,125,,
2018-19,Evan Fournier,1/31/19,Home,IND,W,0.273,0,0,,0.318,0.318,105,,
2018-19,Evan Fournier,2/2/19,Home,BRK,W,0.545,1,1,1,0.699,0.682,91,,
2018-19,Evan Fournier,2/5/19,Away,OKC,L,0.5,5,6,0.833,0.671,0.625,118,,
2018-19,Evan Fournier,2/7/19,Home,MIN,W,0.615,1,1,1,0.67,0.654,124,,
2018-19,Evan Fournier,2/9/19,Away,MIL,W,0.231,0,0,,0.269,0.269,88,,
2018-19,Evan Fournier,2/10/19,Away,ATL,W,0.5,4,4,1,0.618,0.542,116,,
2018-19,Evan Fournier,2/12/19,Away,NOP,W,0.438,5,5,1,0.604,0.531,96,,
2018-19,Evan Fournier,2/14/19,Home,CHO,W,0.417,1,2,0.5,0.466,0.458,92,,
2018-19,Evan Fournier,2/22/19,Home,CHI,L,0.471,3,3,1,0.6,0.559,119,,
2018-19,Evan Fournier,2/24/19,Away,TOR,W,0.364,1,1,1,0.481,0.455,102,,
2018-19,Evan Fournier,2/26/19,Away,NYK,L,0.375,3,4,0.75,0.422,0.375,107,,
2018-19,Evan Fournier,2/28/19,Home,GSW,W,0.25,0,0,,0.333,0.333,99,,
2018-19,Evan Fournier,3/2/19,Away,IND,W,0.583,2,2,1,0.738,0.708,123,,
2018-19,Evan Fournier,3/3/19,Away,CLE,L,0.308,0,0,,0.423,0.423,115,,
2018-19,Evan Fournier,3/5/19,Away,PHI,L,0.429,2,2,1,0.571,0.548,118,,
2018-19,Evan Fournier,3/8/19,Home,DAL,W,0.4,1,1,1,0.479,0.45,114,,
2018-19,Evan Fournier,3/10/19,Away,MEM,L,0,0,0,,0,0,114,,
2018-19,Evan Fournier,3/13/19,Away,WAS,L,0.333,0,0,,0.444,0.444,113,,
2018-19,Evan Fournier,3/14/19,Home,CLE,W,0.364,0,0,,0.455,0.455,95,,
2018-19,Evan Fournier,3/17/19,Home,ATL,W,0.333,2,2,1,0.427,0.375,91,,
2018-19,Evan Fournier,3/20/19,Home,NOP,W,0.692,1,1,1,0.818,0.808,98,,
2018-19,Evan Fournier,3/22/19,Home,MEM,W,0.529,6,7,0.857,0.672,0.618,112,,
2018-19,Evan Fournier,3/25/19,Home,PHI,W,0.647,0,0,,0.706,0.706,107,,
2018-19,Evan Fournier,3/26/19,Away,MIA,W,0.444,1,1,1,0.583,0.556,103,,
2018-19,Evan Fournier,3/28/19,Away,DET,L,0.4,0,1,0,0.421,0.433,131,,
2018-19,Evan Fournier,3/30/19,Away,IND,W,0.333,2,2,1,0.455,0.389,118,,
2018-19,Evan Fournier,4/1/19,Away,TOR,L,0.5,4,4,1,0.591,0.531,128,,
2018-19,Evan Fournier,4/3/19,Home,NYK,W,0.533,2,3,0.667,0.582,0.567,103,,
2018-19,Evan Fournier,4/5/19,Home,ATL,W,0.786,2,4,0.5,0.793,0.821,108,,
2018-19,Evan Fournier,4/7/19,Away,BOS,W,0.5,5,5,1,0.659,0.594,109,,
2018-19,Evan Fournier,4/10/19,Away,CHO,W,0.4,2,3,0.667,0.429,0.4,128,,
2018-19,Evan Fournier,4/13/19,Away,TOR,W,0.389,0,0,,0.444,0.444,108,,
2018-19,Evan Fournier,4/16/19,Away,TOR,L,0.333,0,0,,0.417,0.417,119,,
2018-19,Evan Fournier,4/19/19,Home,TOR,L,0.083,4,4,1,0.254,0.125,105,,
2018-19,Evan Fournier,4/21/19,Home,TOR,L,0.5,1,2,0.5,0.563,0.563,118,,
2018-19,Evan Fournier,4/23/19,Away,TOR,L,0.364,1,2,0.5,0.421,0.409,116,,
2019-20,Jakob Poeltl,10/23/19,Home,NYK,W,0.75,0,0,,0.75,0.75,102,,
2019-20,Jakob Poeltl,10/26/19,Home,WAS,W,0.286,2,3,0.667,0.361,0.286,111,,
2019-20,Jakob Poeltl,10/28/19,Home,POR,W,1,0,0,,1,1,101,,
2019-20,Jakob Poeltl,10/31/19,Away,LAC,L,0.5,1,2,0.5,0.512,0.5,106,,
2019-20,Jakob Poeltl,11/1/19,Away,GSW,W,0.6,3,4,0.75,0.666,0.6,113,,
2019-20,Jakob Poeltl,11/3/19,Home,LAL,L,,1,2,0.5,0.568,,97,,
2019-20,Jakob Poeltl,11/5/19,Away,ATL,L,1,0,0,,1,1,97,,
2019-20,Jakob Poeltl,11/7/19,Home,OKC,W,0,0,0,,0,0,109,,
2019-20,Jakob Poeltl,11/9/19,Home,BOS,L,0.25,1,2,0.5,0.307,0.25,131,,
2019-20,Jakob Poeltl,11/11/19,Home,MEM,L,0.5,0,0,,0.5,0.5,116,,
2019-20,Jakob Poeltl,11/13/19,Away,MIN,L,0.75,1,3,0.333,0.658,0.75,122,,
2019-20,Jakob Poeltl,11/15/19,Away,ORL,L,1,1,2,0.5,0.922,1,103,,
2019-20,Jakob Poeltl,11/16/19,Home,POR,L,0.667,1,2,0.5,0.654,0.667,111,,
2019-20,Jakob Poeltl,11/18/19,Away,DAL,L,0.4,1,2,0.5,0.414,0.4,121,,
2019-20,Jakob Poeltl,11/20/19,Away,WAS,L,0.714,1,3,0.333,0.661,0.714,123,,
2019-20,Jakob Poeltl,11/22/19,Away,PHI,L,0.333,0,0,,0.333,0.333,118,,
2019-20,Jakob Poeltl,11/23/19,Away,NYK,W,1,1,1,1,1.011,1,102,,
2019-20,Jakob Poeltl,11/25/19,Home,LAL,L,0.2,2,2,1,0.34,0.2,115,,
2019-20,Jakob Poeltl,11/27/19,Home,MIN,L,1,0,0,,1,1,100,,
2019-20,Jakob Poeltl,11/29/19,Home,LAC,W,0.75,0,0,,0.75,0.75,84,,
2019-20,Jakob Poeltl,12/1/19,Away,DET,L,0.667,0,0,,0.667,0.667,127,,
2019-20,Jakob Poeltl,12/3/19,Home,HOU,W,0.5,0,1,0,0.466,0.5,102,,
2019-20,Jakob Poeltl,12/6/19,Home,SAC,W,1,3,5,0.6,0.903,1,102,,
2019-20,Jakob Poeltl,12/12/19,Home,CLE,L,0.667,0,0,,0.667,0.667,101,,
2019-20,Jakob Poeltl,12/14/19,Away,PHO,W,0.5,3,4,0.75,0.665,0.5,98,,
2019-20,Jakob Poeltl,12/16/19,Away,HOU,L,0.333,0,0,,0.333,0.333,107,,
2019-20,Jakob Poeltl,12/19/19,Home,BRK,W,0.667,0,0,,0.667,0.667,94,,
2019-20,Jakob Poeltl,12/21/19,Home,LAC,L,0.75,0,0,,0.75,0.75,117,,
2019-20,Jakob Poeltl,12/23/19,Away,MEM,W,0,0,0,,0,0,116,,
2019-20,Jakob Poeltl,12/26/19,Away,DAL,L,1,0,4,0,0.63,1,104,,
2019-20,Jakob Poeltl,12/28/19,Home,DET,W,0.5,2,2,1,0.694,0.5,92,,
2019-20,Jakob Poeltl,12/31/19,Home,GSW,W,0.667,0,0,,0.667,0.667,107,,
2019-20,Jakob Poeltl,1/2/20,Home,OKC,L,0.5,0,1,0,0.45,0.5,115,,
2019-20,Jakob Poeltl,1/4/20,Away,MIL,L,1,0,0,,1,1,129,,
2019-20,Jakob Poeltl,1/6/20,Home,MIL,W,1,0,0,,1,1,107,,
2019-20,Jakob Poeltl,1/8/20,Away,BOS,W,0.333,0,0,,0.333,0.333,107,,
2019-20,Jakob Poeltl,1/10/20,Away,MEM,L,0.75,0,1,0,0.676,0.75,119,,
2019-20,Jakob Poeltl,1/12/20,Away,TOR,W,0.667,0,0,,0.667,0.667,93,,
2019-20,Jakob Poeltl,1/15/20,Away,MIA,L,1,0,0,,1,1,96,,
2019-20,Jakob Poeltl,1/17/20,Home,ATL,L,0.5,0,0,,0.5,0.5,108,,
2019-20,Jakob Poeltl,1/19/20,Home,MIA,W,0,0,0,,0,0,105,,
2019-20,Jakob Poeltl,1/20/20,Away,PHO,W,0.75,0,0,,0.75,0.75,111,,
2019-20,Jakob Poeltl,1/22/20,Away,NOP,W,0.667,2,2,1,0.773,0.667,96,,
2019-20,Jakob Poeltl,1/24/20,Home,PHO,L,0.5,0,0,,0.5,0.5,107,,
2019-20,Jakob Poeltl,1/26/20,Home,TOR,L,0.714,1,1,1,0.739,0.714,95,,
2019-20,Jakob Poeltl,1/27/20,Away,CHI,L,0.583,2,8,0.25,0.515,0.583,112,,
2019-20,Jakob Poeltl,1/29/20,Home,UTA,W,1,0,0,,1,1,116,,
2019-20,Jakob Poeltl,2/1/20,Home,CHO,W,0.875,3,5,0.6,0.833,0.875,80,,
2019-20,Jakob Poeltl,2/3/20,Away,LAC,L,0.667,0,1,0,0.581,0.667,95,,
2019-20,Jakob Poeltl,2/4/20,Away,LAL,L,0.6,0,0,,0.6,0.6,136,,
2019-20,Jakob Poeltl,2/6/20,Away,POR,L,0.5,1,3,0.333,0.452,0.5,129,,
2019-20,Jakob Poeltl,2/8/20,Away,SAC,L,0.8,0,0,,0.8,0.8,126,,
2019-20,Jakob Poeltl,2/10/20,Away,DEN,L,1,0,0,,1,1,142,,
2019-20,Jakob Poeltl,2/11/20,Away,OKC,W,0,1,2,0.5,0.266,0,85,,
2019-20,Jakob Poeltl,2/21/20,Away,UTA,W,0,0,0,,0,0,66,,
2019-20,Jakob Poeltl,2/23/20,Away,OKC,L,0.571,1,2,0.5,0.571,0.571,118,,
2019-20,Jakob Poeltl,2/26/20,Home,DAL,L,0.667,1,4,0.25,0.525,0.667,109,,
2019-20,Jakob Poeltl,2/29/20,Home,ORL,W,,0,0,,,,122,,
2019-20,Jakob Poeltl,3/2/20,Home,IND,L,,,,,,,,,
2019-20,Jakob Poeltl,3/3/20,Away,CHO,W,,,,,,,,,
2019-20,Jakob Poeltl,3/6/20,Away,BRK,L,,,,,,,,,
2019-20,Jakob Poeltl,3/8/20,Away,CLE,L,,,,,,,,,
2019-20,Jakob Poeltl,3/10/20,Home,DAL,W,,,,,,,,,
2019-20,Jakob Poeltl,7/31/20,Home,SAC,W,0.429,1,2,0.5,0.444,0.429,107,,
2019-20,Jakob Poeltl,8/2/20,Away,MEM,W,1,0,0,,1,1,97,,
2019-20,Jakob Poeltl,8/3/20,Away,PHI,L,0.5,0,0,,0.5,0.5,128,,
2019-20,Jakob Poeltl,8/5/20,Home,DEN,L,0.2,0,0,,0.2,0.2,139,,
2019-20,Jakob Poeltl,8/7/20,Home,UTA,W,0.75,1,2,0.5,0.738,0.75,106,,
2019-20,Jakob Poeltl,8/9/20,Away,NOP,W,0.5,0,0,,0.5,0.5,96,,
2019-20,Jakob Poeltl,8/11/20,Home,HOU,W,0.857,2,3,0.667,0.841,0.857,92,,
2019-20,Jakob Poeltl,8/13/20,Away,UTA,L,0.833,0,5,0,0.61,0.833,113,,
2018-19,Jakob Poeltl,10/17/18,Home,MIN,W,0.5,0,0,,0.5,0.5,120,,
2018-19,Jakob Poeltl,10/20/18,Away,POR,L,,0,0,,,,134,,
2018-19,Jakob Poeltl,10/22/18,Away,LAL,W,,,,,,,,,
2018-19,Jakob Poeltl,10/24/18,Home,IND,L,0.5,0,0,,0.5,0.5,127,,
2018-19,Jakob Poeltl,10/27/18,Home,LAL,W,,,,,,,,,
2018-19,Jakob Poeltl,10/29/18,Home,DAL,W,,,,,,,,,
2018-19,Jakob Poeltl,10/31/18,Away,PHO,W,1,0,0,,1,1,79,,
2018-19,Jakob Poeltl,11/3/18,Home,NOP,W,0,0,0,,0,0,103,,
2018-19,Jakob Poeltl,11/4/18,Home,ORL,L,,2,2,1,1.136,,123,,
2018-19,Jakob Poeltl,11/7/18,Away,MIA,L,0.25,1,2,0.5,0.307,0.25,103,,
2018-19,Jakob Poeltl,11/10/18,Home,HOU,W,,,,,,,,,
2018-19,Jakob Poeltl,11/12/18,Away,SAC,L,,1,2,0.5,0.568,,108,,
2018-19,Jakob Poeltl,11/14/18,Away,PHO,L,0.333,3,4,0.75,0.451,0.333,108,,
2018-19,Jakob Poeltl,11/15/18,Away,LAC,L,0.5,2,4,0.5,0.521,0.5,113,,
2018-19,Jakob Poeltl,11/18/18,Home,GSW,W,1,0,2,0,0.694,1,87,,
2018-19,Jakob Poeltl,11/19/18,Away,NOP,L,0.667,3,6,0.5,0.637,0.667,136,,
2018-19,Jakob Poeltl,11/21/18,Home,MEM,L,1,0,0,,1,1,101,,
2018-19,Jakob Poeltl,11/23/18,Away,IND,W,0.667,2,2,1,0.773,0.667,99,,
2018-19,Jakob Poeltl,11/24/18,Away,MIL,L,0.5,3,3,1,0.658,0.5,130,,
2018-19,Jakob Poeltl,11/26/18,Away,CHI,W,1,0,0,,1,1,112,,
2018-19,Jakob Poeltl,11/28/18,Away,MIN,L,0.636,0,0,,0.636,0.636,131,,
2018-19,Jakob Poeltl,11/30/18,Home,HOU,L,0.667,0,0,,0.667,0.667,141,,
2018-19,Jakob Poeltl,12/2/18,Home,POR,W,1,0,0,,1,1,104,,
2018-19,Jakob Poeltl,12/4/18,Away,UTA,L,0.818,2,2,1,0.842,0.818,134,,
2018-19,Jakob Poeltl,12/5/18,Away,LAL,L,0.75,0,0,,0.75,0.75,116,,
2018-19,Jakob Poeltl,12/7/18,Home,LAL,W,0.833,4,4,1,0.902,0.833,109,,
2018-19,Jakob Poeltl,12/9/18,Home,UTA,W,0.333,0,0,,0.333,0.333,105,,
2018-19,Jakob Poeltl,12/11/18,Home,PHO,W,0.571,0,0,,0.571,0.571,91,,
2018-19,Jakob Poeltl,12/13/18,Home,LAC,W,0.333,1,2,0.5,0.387,0.333,82,,
2018-19,Jakob Poeltl,12/15/18,Home,CHI,L,0.667,1,1,1,0.727,0.667,103,,
2018-19,Jakob Poeltl,12/17/18,Home,PHI,W,0.6,2,2,1,0.68,0.6,104,,
2018-19,Jakob Poeltl,12/19/18,Away,ORL,W,0.333,0,0,,0.333,0.333,100,,
2018-19,Jakob Poeltl,12/21/18,Home,MIN,W,0.667,0,0,,0.667,0.667,106,,
2018-19,Jakob Poeltl,12/22/18,Away,HOU,L,1,0,2,0,0.773,1,112,,
2018-19,Jakob Poeltl,12/26/18,Home,DEN,W,0.5,0,0,,0.5,0.5,99,,
2018-19,Jakob Poeltl,12/28/18,Away,DEN,L,0.5,1,4,0.25,0.451,0.5,112,,
2018-19,Jakob Poeltl,12/29/18,Away,LAC,W,1,1,2,0.5,0.798,1,102,,
2018-19,Jakob Poeltl,12/31/18,Home,BOS,W,0.25,0,0,,0.25,0.25,116,,
2018-19,Jakob Poeltl,1/3/19,Home,TOR,W,0.5,0,0,,0.5,0.5,111,,
2018-19,Jakob Poeltl,1/5/19,Home,MEM,W,1,1,2,0.5,0.935,1,85,,
2018-19,Jakob Poeltl,1/7/19,Away,DET,W,0.75,1,6,0.167,0.527,0.75,120,,
2018-19,Jakob Poeltl,1/9/19,Away,MEM,L,,1,2,0.5,0.568,,97,,
2018-19,Jakob Poeltl,1/10/19,Home,OKC,W,,0,0,,,,123,,
2018-19,Jakob Poeltl,1/12/19,Away,OKC,L,0.5,2,2,1,0.615,0.5,116,,
2018-19,Jakob Poeltl,1/14/19,Home,CHO,L,0.5,0,0,,0.5,0.5,116,,
2018-19,Jakob Poeltl,1/16/19,Away,DAL,W,1,0,0,,1,1,109,,
2018-19,Jakob Poeltl,1/18/19,Away,MIN,W,1,0,0,,1,1,118,,
2018-19,Jakob Poeltl,1/20/19,Home,LAC,L,0.5,0,4,0,0.266,0.5,108,,
2018-19,Jakob Poeltl,1/23/19,Away,PHI,L,0.5,0,0,,0.5,0.5,129,,
2018-19,Jakob Poeltl,1/26/19,Away,NOP,W,,3,4,0.75,0.852,,114,,
2018-19,Jakob Poeltl,1/27/19,Home,WAS,W,0.667,0,1,0,0.581,0.667,107,,
2018-19,Jakob Poeltl,1/29/19,Home,PHO,W,1,0,0,,1,1,128,,
2018-19,Jakob Poeltl,1/31/19,Home,BRK,W,0,0,0,,0,0,111,,
2018-19,Jakob Poeltl,2/2/19,Home,NOP,W,1,0,0,,1,1,98,,
2018-19,Jakob Poeltl,2/4/19,Away,SAC,L,0.667,0,0,,0.667,0.667,133,,
2018-19,Jakob Poeltl,2/6/19,Away,GSW,L,0.75,1,1,1,0.788,0.75,134,,
2018-19,Jakob Poeltl,2/7/19,Away,POR,L,0.8,0,0,,0.8,0.8,120,,
2018-19,Jakob Poeltl,2/9/19,Away,UTA,L,0.8,0,0,,0.8,0.8,119,,
2018-19,Jakob Poeltl,2/12/19,Away,MEM,W,0,0,0,,0,0,105,,
2018-19,Jakob Poeltl,2/22/19,Away,TOR,L,1,0,0,,1,1,97,,
2018-19,Jakob Poeltl,2/24/19,Away,NYK,L,0.857,0,1,0,0.806,0.857,134,,
2018-19,Jakob Poeltl,2/25/19,Away,BRK,L,0,0,0,,0,0,90,,
2018-19,Jakob Poeltl,2/27/19,Home,DET,W,0.667,3,5,0.6,0.671,0.667,91,,
2018-19,Jakob Poeltl,3/2/19,Home,OKC,W,0.4,1,2,0.5,0.425,0.4,95,,
2018-19,Jakob Poeltl,3/4/19,Home,DEN,W,0.75,0,0,,0.75,0.75,108,,
2018-19,Jakob Poeltl,3/6/19,Away,ATL,W,,,,,,,,,
2018-19,Jakob Poeltl,3/10/19,Home,MIL,W,1,0,0,,1,1,117,,
2018-19,Jakob Poeltl,3/12/19,Away,DAL,W,1,0,0,,1,1,106,,
2018-19,Jakob Poeltl,3/15/19,Home,NYK,W,0.857,0,0,,0.857,0.857,66,,
2018-19,Jakob Poeltl,3/16/19,Home,POR,W,0.571,0,0,,0.571,0.571,101,,
2018-19,Jakob Poeltl,3/18/19,Home,GSW,W,0.5,0,0,,0.5,0.5,114,,
2018-19,Jakob Poeltl,3/20/19,Home,MIA,L,0.333,0,2,0,0.258,0.333,115,,
2018-19,Jakob Poeltl,3/22/19,Away,HOU,L,0.8,0,0,,0.8,0.8,107,,
2018-19,Jakob Poeltl,3/24/19,Away,BOS,W,0.5,0,0,,0.5,0.5,97,,
2018-19,Jakob Poeltl,3/26/19,Away,CHO,L,1,1,4,0.25,0.735,1,107,,
2018-19,Jakob Poeltl,3/28/19,Home,CLE,W,0.5,2,4,0.5,0.532,0.5,109,,
2018-19,Jakob Poeltl,3/31/19,Home,SAC,L,0,2,2,1,0.532,0,119,,
2018-19,Jakob Poeltl,4/2/19,Home,ATL,W,1,0,0,,1,1,105,,
2018-19,Jakob Poeltl,4/3/19,Away,DEN,L,0.333,1,2,0.5,0.387,0.333,113,,
2018-19,Jakob Poeltl,4/5/19,Away,WAS,W,0.857,1,2,0.5,0.825,0.857,119,,
2018-19,Jakob Poeltl,4/7/19,Away,CLE,W,0.8,0,0,,0.8,0.8,83,,
2018-19,Jakob Poeltl,4/10/19,Home,DAL,W,0.667,0,0,,0.667,0.667,101,,
2018-19,Jakob Poeltl,4/13/19,Away,DEN,W,0.6,0,0,,0.6,0.6,98,,
2018-19,Jakob Poeltl,4/16/19,Away,DEN,L,0.4,1,2,0.5,0.425,0.4,113,,
2018-19,Jakob Poeltl,4/18/19,Home,DEN,W,0.8,2,4,0.5,0.74,0.8,122,,
2018-19,Jakob Poeltl,4/20/19,Home,DEN,L,0.6,2,2,1,0.68,0.6,128,,
2018-19,Jakob Poeltl,4/23/19,Away,DEN,L,0.857,0,1,0,0.806,0.857,122,,
2018-19,Jakob Poeltl,4/25/19,Home,DEN,W,0.667,0,0,,0.667,0.667,116,,
2018-19,Jakob Poeltl,4/27/19,Away,DEN,L,0.333,0,0,,0.333,0.333,97,,
2019-20,Jarrett Allen,10/23/19,Home,MIN,L,0.5,0,4,0,0.387,0.5,104,,
2019-20,Jarrett Allen,10/25/19,Home,NYK,W,0.333,0,0,,0.333,0.333,99,,
2019-20,Jarrett Allen,10/27/19,Away,MEM,L,0.833,4,4,1,0.902,0.833,115,,
2019-20,Jarrett Allen,10/30/19,Home,IND,L,0.6,2,3,0.667,0.633,0.6,115,,
2019-20,Jarrett Allen,11/1/19,Home,HOU,W,1,1,4,0.25,0.735,1,106,,
2019-20,Jarrett Allen,11/2/19,Away,DET,L,0.429,1,2,0.5,0.444,0.429,112,,
2019-20,Jarrett Allen,11/4/19,Home,NOP,W,0.875,4,7,0.571,0.812,0.875,112,,
2019-20,Jarrett Allen,11/8/19,Away,POR,W,0.5,4,8,0.5,0.521,0.5,109,,
2019-20,Jarrett Allen,11/10/19,Away,PHO,L,0.5,3,4,0.75,0.665,0.5,130,,
2019-20,Jarrett Allen,11/12/19,Away,UTA,L,0.5,2,2,1,0.694,0.5,108,,
2019-20,Jarrett Allen,11/14/19,Away,DEN,L,0.7,3,5,0.6,0.697,0.7,99,,
2019-20,Jarrett Allen,11/16/19,Away,CHI,W,1,1,1,1,1.011,1,91,,
2019-20,Jarrett Allen,11/18/19,Home,IND,L,0.571,2,4,0.5,0.571,0.571,107,,
2019-20,Jarrett Allen,11/20/19,Home,CHO,W,0.75,4,6,0.667,0.751,0.75,86,,
2019-20,Jarrett Allen,11/22/19,Home,SAC,W,0.833,1,2,0.5,0.799,0.833,92,,
2019-20,Jarrett Allen,11/24/19,Away,NYK,W,0.556,8,11,0.727,0.65,0.556,107,,
2019-20,Jarrett Allen,11/25/19,Away,CLE,W,0.9,4,5,0.8,0.902,0.9,101,,
2019-20,Jarrett Allen,11/27/19,Away,BOS,L,0.75,5,12,0.417,0.64,0.75,116,,
2019-20,Jarrett Allen,11/29/19,Home,BOS,W,0.583,0,2,0,0.543,0.583,99,,
2019-20,Jarrett Allen,12/1/19,Home,MIA,L,0.333,2,2,1,0.515,0.333,105,,
2019-20,Jarrett Allen,12/4/19,Away,ATL,W,0.727,4,4,1,0.784,0.727,104,,
2019-20,Jarrett Allen,12/6/19,Away,CHO,W,0.7,0,0,,0.7,0.7,96,,
2019-20,Jarrett Allen,12/8/19,Home,DEN,W,0.538,5,8,0.625,0.575,0.538,105,,
2019-20,Jarrett Allen,12/11/19,Home,CHO,L,0.778,7,11,0.636,0.759,0.778,122,,
2019-20,Jarrett Allen,12/14/19,Away,TOR,L,1,1,2,0.5,0.902,1,98,,
2019-20,Jarrett Allen,12/15/19,Home,PHI,W,0.333,2,2,1,0.405,0.333,92,,
2019-20,Jarrett Allen,12/17/19,Away,NOP,W,0.857,0,0,,0.857,0.857,82,,
2019-20,Jarrett Allen,12/19/19,Away,SAS,L,0.7,5,5,1,0.779,0.7,109,,
2019-20,Jarrett Allen,12/21/19,Home,ATL,W,0.5,0,2,0,0.436,0.5,93,,
2019-20,Jarrett Allen,12/26/19,Home,NYK,L,0,4,6,0.667,0.431,0,95,,
2019-20,Jarrett Allen,12/28/19,Away,HOU,L,0.714,6,6,1,0.83,0.714,97,,
2019-20,Jarrett Allen,12/30/19,Away,MIN,L,0.5,2,3,0.667,0.564,0.5,105,,
2019-20,Jarrett Allen,1/2/20,Away,DAL,L,0.75,3,3,1,0.846,0.75,129,,
2019-20,Jarrett Allen,1/4/20,Home,TOR,L,0.75,1,3,0.333,0.658,0.75,118,,
2019-20,Jarrett Allen,1/6/20,Away,ORL,L,0.333,1,1,1,0.388,0.333,97,,
2019-20,Jarrett Allen,1/7/20,Home,OKC,L,0.571,4,4,1,0.685,0.571,101,,
2019-20,Jarrett Allen,1/10/20,Home,MIA,W,0.833,1,1,1,0.854,0.833,113,,
2019-20,Jarrett Allen,1/12/20,Home,ATL,W,0.8,2,7,0.286,0.619,0.8,74,,
2019-20,Jarrett Allen,1/14/20,Home,UTA,L,0.5,0,0,,0.5,0.5,123,,
2019-20,Jarrett Allen,1/15/20,Away,PHI,L,0.875,3,5,0.6,0.833,0.875,119,,
2019-20,Jarrett Allen,1/18/20,Home,MIL,L,0.333,3,4,0.75,0.525,0.333,101,,
2019-20,Jarrett Allen,1/20/20,Home,PHI,L,0.625,3,4,0.75,0.666,0.625,108,,
2019-20,Jarrett Allen,1/23/20,Home,LAL,L,0.375,1,2,0.5,0.394,0.375,125,,
2019-20,Jarrett Allen,1/25/20,Away,DET,W,0.615,4,6,0.667,0.639,0.615,99,,
2019-20,Jarrett Allen,1/26/20,Away,NYK,L,0.667,1,2,0.5,0.644,0.667,117,,
2019-20,Jarrett Allen,1/29/20,Home,DET,W,0.571,3,4,0.75,0.628,0.571,109,,
2019-20,Jarrett Allen,1/31/20,Home,CHI,W,1,2,3,0.667,0.949,1,116,,
2019-20,Jarrett Allen,2/1/20,Away,WAS,L,0.833,3,7,0.429,0.716,0.833,101,,
2019-20,Jarrett Allen,2/3/20,Home,PHO,W,0.571,0,1,0,0.538,0.571,97,,
2019-20,Jarrett Allen,2/5/20,Home,GSW,W,0.333,0,0,,0.333,0.333,78,,
2019-20,Jarrett Allen,2/8/20,Away,TOR,L,0.5,1,2,0.5,0.521,0.5,122,,
